productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extAspect,extCardType,extTraits,extCost,extPower,extHP,extArenaType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
549531,L3-37 - Droid Revolutionary,L3 37 Droid Revolutionary,https://tcgplayer-cdn.tcgplayer.com/product/549531_200w.jpg,79,23488,https://cpt.tcgcsv.com/FQp6,2024-07-12T04:03:16.813,1,Uncommon,197/262,"<strong>When Played:</strong> You may rescue a captured card. If you don’t, give a Shield token to this unit.

<strong>Smuggle [4 [Cunning] [Heroism]] <em>(If this card is a resource, you may play her for her smuggle cost. Replace her with the top card of your deck.)</em>",Cunning;Heroism,Unit,Droid;Underworld,2,2,2,Ground,0.05,0.25,10.0,0.13,,Normal
549532,Omega - Part of the Squad,Omega Part of the Squad,https://tcgplayer-cdn.tcgplayer.com/product/549532_200w.jpg,79,23488,https://cpt.tcgcsv.com/GQp6,2024-07-12T04:03:16.813,1,Rare,198/262,"Ignore the aspect penalty on the first <strong>Clone</strong> unit you play each round.
<br>
<strong>When Played:</strong> Search the top 5 cards of your deck for a <strong>Clone</strong> card, reveal it, and draw it. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",Cunning;Heroism,Unit,Fringe;Clone,2,2,2,Ground,0.25,0.7,20.0,0.41,,Normal
549532,Omega - Part of the Squad,Omega Part of the Squad,https://tcgplayer-cdn.tcgplayer.com/product/549532_200w.jpg,79,23488,https://cpt.tcgcsv.com/GQp6,2024-07-12T04:03:16.813,1,Rare,198/262,"Ignore the aspect penalty on the first <strong>Clone</strong> unit you play each round.
<br>
<strong>When Played:</strong> Search the top 5 cards of your deck for a <strong>Clone</strong> card, reveal it, and draw it. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",Cunning;Heroism,Unit,Fringe;Clone,2,2,2,Ground,0.69,0.95,15.0,0.77,,Foil
549533,Spare the Target,Spare the Target,https://tcgplayer-cdn.tcgplayer.com/product/549533_200w.jpg,79,23488,https://cpt.tcgcsv.com/HQp6,2024-07-12T04:03:16.813,1,Uncommon,206/262,Return an enemy non-leader unit to its owner’s hand. Collect that unit’s <strong>Bounties</strong>.,Cunning;Heroism,Event,Tactic,3,,,,0.07,0.25,11.5,0.18,,Foil
549533,Spare the Target,Spare the Target,https://tcgplayer-cdn.tcgplayer.com/product/549533_200w.jpg,79,23488,https://cpt.tcgcsv.com/HQp6,2024-07-12T04:03:16.813,1,Uncommon,206/262,Return an enemy non-leader unit to its owner’s hand. Collect that unit’s <strong>Bounties</strong>.,Cunning;Heroism,Event,Tactic,3,,,,0.03,0.2,10.0,0.08,,Normal
549535,Ma Klounkee,Ma Klounkee,https://tcgplayer-cdn.tcgplayer.com/product/549535_200w.jpg,79,23488,https://cpt.tcgcsv.com/KQp6,2024-07-12T04:03:16.813,1,Common,229/262,"Return a friendly non-leader <strong>Underworld</strong> unit to its owner’s hand. If you do, deal 3 damage to a unit.",Cunning,Event,Trick;Underworld,1,,,,0.01,0.25,2.0,0.17,,Foil
549535,Ma Klounkee,Ma Klounkee,https://tcgplayer-cdn.tcgplayer.com/product/549535_200w.jpg,79,23488,https://cpt.tcgcsv.com/KQp6,2024-07-12T04:03:16.813,1,Common,229/262,"Return a friendly non-leader <strong>Underworld</strong> unit to its owner’s hand. If you do, deal 3 damage to a unit.",Cunning,Event,Trick;Underworld,1,,,,0.03,0.15,4.0,0.05,,Normal
549536,Relentless Pursuit,Relentless Pursuit,https://tcgplayer-cdn.tcgplayer.com/product/549536_200w.jpg,79,23488,https://cpt.tcgcsv.com/LQp6,2024-07-12T04:03:16.813,1,Common,232/262,"Choose a friendly unit. It captures an enemy non-leader unit that costs the same as or less than it. If the friendly unit is a <strong>Bounty Hunter</strong>, give a Shield token to it. <em>(Put the captured card facedown under the friendly unit until it leaves play.)</em>",Cunning,Event,Tactic,3,,,,0.01,0.15,4.0,0.07,,Normal
549536,Relentless Pursuit,Relentless Pursuit,https://tcgplayer-cdn.tcgplayer.com/product/549536_200w.jpg,79,23488,https://cpt.tcgcsv.com/LQp6,2024-07-12T04:03:16.813,1,Common,232/262,"Choose a friendly unit. It captures an enemy non-leader unit that costs the same as or less than it. If the friendly unit is a <strong>Bounty Hunter</strong>, give a Shield token to it. <em>(Put the captured card facedown under the friendly unit until it leaves play.)</em>",Cunning,Event,Tactic,3,,,,0.01,0.32,11.5,0.28,,Foil
549537,Tech - Source of Insight,Tech Source of Insight,https://tcgplayer-cdn.tcgplayer.com/product/549537_200w.jpg,79,23488,https://cpt.tcgcsv.com/MQp6,2024-07-12T04:03:16.813,1,Rare,248/262,"Each friendly resource gains <strong>Smuggle</strong>. The gained <strong>Smuggle</strong> cost is that card’s cost plus 2 and its aspect icons.

Smuggle [4 [Heroism]]",Heroism,Unit,Fringe;Clone,3,2,5,Ground,2.67,3.23,5.0,3.47,,Foil
549537,Tech - Source of Insight,Tech Source of Insight,https://tcgplayer-cdn.tcgplayer.com/product/549537_200w.jpg,79,23488,https://cpt.tcgcsv.com/MQp6,2024-07-12T04:03:16.813,1,Rare,248/262,"Each friendly resource gains <strong>Smuggle</strong>. The gained <strong>Smuggle</strong> cost is that card’s cost plus 2 and its aspect icons.

Smuggle [4 [Heroism]]",Heroism,Unit,Fringe;Clone,3,2,5,Ground,2.46,4.0,20.0,3.56,,Normal
549538,This Is The Way,This Is The Way,https://tcgplayer-cdn.tcgplayer.com/product/549538_200w.jpg,79,23488,https://cpt.tcgcsv.com/NQp6,2024-07-12T04:03:16.813,1,Uncommon,253/262,"Search the top 8 cards of your deck for up to 2 <strong>Mandalorian</strong> and/or upgrade cards, reveal them, and draw them. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",Heroism,Event,Mandalorian,2,,,,0.02,0.2,10.0,0.1,,Normal
549538,This Is The Way,This Is The Way,https://tcgplayer-cdn.tcgplayer.com/product/549538_200w.jpg,79,23488,https://cpt.tcgcsv.com/NQp6,2024-07-12T04:03:16.813,1,Uncommon,253/262,"Search the top 8 cards of your deck for up to 2 <strong>Mandalorian</strong> and/or upgrade cards, reveal them, and draw them. <em>(Put the other cards on the bottom of your deck in a random order.)</em>",Heroism,Event,Mandalorian,2,,,,0.14,0.25,11.5,0.22,,Foil
549539,Moff Gideon - Formidable Commander,Moff Gideon Formidable Commander,https://tcgplayer-cdn.tcgplayer.com/product/549539_200w.jpg,79,23488,https://cpt.tcgcsv.com/PQp6,2024-07-12T04:03:16.813,2,Special,007/262,"<strong>Action [T]:</strong> Attack with a unit that costs 3 or less. If it's attacking a unit, it gets +1/+0 for this attack. <strong>Epic Action:</strong> If you control 5 or more resources, deploy this leader. <em>(Flip him, ready him, and move him to the ground arena.)</em>
<br>
[Deployed Leader Unit]
<br>
<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent's base.)</em>
<br>
Each friendly unit that costs 3 or less gets +1/+0 and gains <strong>Overwhelm</strong> while attacking an enemy unit.",Command;Villainy,Leader,Imperial;Official,5,3,6,Ground,0.59,0.85,1.99,0.9,,Normal
549540,The Mandalorian - Sworn To The Creed,The Mandalorian Sworn To The Creed,https://tcgplayer-cdn.tcgplayer.com/product/549540_200w.jpg,79,23488,https://cpt.tcgcsv.com/QQp6,2024-07-12T04:03:16.813,2,Special,018/262,"<strong>When you play an upgrade:</strong> You may exhaust this leader. If you do, exhaust an enemy unit with 4 or less remaining HP. <strong>Epic Action:</strong> If you control 6 or more resources, deploy this leader. <em>(Flip him, ready him, and move him to the ground arena.)</em>
<br>
[Deployed Leader Unit]
<br>
<strong>When you play an upgrade:</strong> You may exhaust an enemy unit with 6 or less remaining HP",Cunning;Heroism,Leader,Bounty Hunter;Mandalorian,6,4,7,Ground,0.76,0.88,1.99,0.85,,Normal
549542,Grogu - Irresistible,Grogu Irresistible,https://tcgplayer-cdn.tcgplayer.com/product/549542_200w.jpg,79,23488,https://cpt.tcgcsv.com/SQp6,2024-07-12T04:03:16.813,1,Special,196/262,<strong>Action [T]:</strong> Exhaust an enemy unit.,Cunning;Heroism,Unit,Force,2,0,5,Ground,0.83,1.0,10.92,0.89,,Normal
549543,Wanted,Wanted,https://tcgplayer-cdn.tcgplayer.com/product/549543_200w.jpg,79,23488,https://cpt.tcgcsv.com/TQp6,2024-07-12T04:03:16.813,1,Common,221/262,"Attached unit gains: “<strong>Bounty</strong> — Ready 2 friendly resources.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Cunning,Upgrade,Condition;Bounty,0,+0,+0,,0.03,0.26,11.5,0.22,,Foil
549543,Wanted,Wanted,https://tcgplayer-cdn.tcgplayer.com/product/549543_200w.jpg,79,23488,https://cpt.tcgcsv.com/TQp6,2024-07-12T04:03:16.813,1,Common,221/262,"Attached unit gains: “<strong>Bounty</strong> — Ready 2 friendly resources.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Cunning,Upgrade,Condition;Bounty,0,+0,+0,,0.01,0.15,4.0,0.04,,Normal
549545,Gideon's Light Cruiser - Dark Troopers' Station,Gideons Light Cruiser Dark Troopers Station,https://tcgplayer-cdn.tcgplayer.com/product/549545_200w.jpg,79,23488,https://cpt.tcgcsv.com/WQp6,2024-07-12T04:03:16.813,1,Special,242/262,"<strong>Overwhelm</strong> <em>(When attacking an enemy unit, deal excess damage to the opponent’s base.)</em>
<br>
<strong>When Played:</strong> If you control Moff Gideon <em>(as a leader or unit)</em>, play a i<strong>Villainy</strong> unit that costs 3 or less from your hand or discard pile for free.",Villainy,Unit,Capital Ship;Imperial;Vehicle,8,7,7,Space,0.34,0.53,4.99,0.57,,Normal
549547,The Mandalorian's Rifle,The Mandalorians Rifle,https://tcgplayer-cdn.tcgplayer.com/product/549547_200w.jpg,79,23488,https://cpt.tcgcsv.com/ZQp6,2024-07-12T04:03:16.813,1,Special,251/262,"Attach to a friendly non-<strong>VEHICLE</strong> unit.
<br>
<strong>When Played:</strong> If attached unit is The Mandalorian, he captures an exhausted enemy non-leader unit. <em>(Put the captured card facedown under him until he leaves play.)</em>",Heroism,Upgrade,Item;Weapon,3,+3,+0,,0.84,1.02,4.99,1.03,,Normal
549696,Shadows of the Galaxy - Booster Display,Shadows of the Galaxy Booster Display,https://tcgplayer-cdn.tcgplayer.com/product/549696_200w.jpg,79,23488,https://cpt.tcgcsv.com/XTp6,2024-07-12T04:03:16.813,1,,,,,,,,,,,107.05,135.33,229.69,105.19,,Normal
549700,Shadows of the Galaxy - Booster Pack,Shadows of the Galaxy Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/549700_200w.jpg,79,23488,https://cpt.tcgcsv.com/0Vp6,2024-07-12T04:03:16.813,1,,,,,,,,,,,5.39,6.7,10.4,5.42,,Normal
549734,Shadows of the Galaxy - Booster Case,Shadows of the Galaxy Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/549734_200w.jpg,79,23488,https://cpt.tcgcsv.com/JVp6,2024-07-12T04:03:16.813,1,,,,,,,,,,,674.99,824.81,1500.0,724.41,,Normal
551406,Boba Fett - Daimyo,Boba Fett Daimyo,https://tcgplayer-cdn.tcgplayer.com/product/551406_200w.jpg,79,23488,https://cpt.tcgcsv.com/8Bq6,2024-07-12T04:03:16.813,2,Common,008/262,"When you play a unit that has 1 or more keywords: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase. <strong>Epic Action:</strong> If you control 6 or more resources, deploy this leader.<br>
[Deployed Leader Unit]<br>
Each other friendly unit that has 1 or more keywords gets +1/+0.",Command;Heroism,Leader,Underworld,6,4,7,Ground,0.01,0.15,4.0,0.06,,Normal
551410,Hylobon Enforcer,Hylobon Enforcer,https://tcgplayer-cdn.tcgplayer.com/product/551410_200w.jpg,79,23488,https://cpt.tcgcsv.com/dBq6,2024-07-12T04:03:16.813,1,Common,027/262,"<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>
<br>
<strong>Bounty</strong> — Draw a card. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Vigilance;Villainy,Unit,Underworld,1,1,4,Ground,0.02,0.21,11.5,0.12,,Foil
551410,Hylobon Enforcer,Hylobon Enforcer,https://tcgplayer-cdn.tcgplayer.com/product/551410_200w.jpg,79,23488,https://cpt.tcgcsv.com/dBq6,2024-07-12T04:03:16.813,1,Common,027/262,"<strong>Grit</strong> <em>(This unit gets +1/+0 for each damage on it.)</em>
<br>
<strong>Bounty</strong> — Draw a card. <em>(When this unit is defeated or captured, your opponent collects its bounty.)</em>",Vigilance;Villainy,Unit,Underworld,1,1,4,Ground,0.01,0.15,4.0,0.07,,Normal
551412,Rose Tico - Dedicated to the Cause,Rose Tico Dedicated to the Cause,https://tcgplayer-cdn.tcgplayer.com/product/551412_200w.jpg,79,23488,https://cpt.tcgcsv.com/gBq6,2024-07-12T04:03:16.813,1,Uncommon,045/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to her.)</em>
<br>
<strong>On Attack:</strong> You may defeat a Shield token on a friendly unit. If you do, give 2 Experience tokens to that unit.",Heroism;Vigilance,Unit,Resistance,4,2,6,Ground,0.05,0.24,10.0,0.12,,Normal
551412,Rose Tico - Dedicated to the Cause,Rose Tico Dedicated to the Cause,https://tcgplayer-cdn.tcgplayer.com/product/551412_200w.jpg,79,23488,https://cpt.tcgcsv.com/gBq6,2024-07-12T04:03:16.813,1,Uncommon,045/262,"<strong>Shielded</strong> <em>(When you play this unit, give a Shield token to her.)</em>
<br>
<strong>On Attack:</strong> You may defeat a Shield token on a friendly unit. If you do, give 2 Experience tokens to that unit.",Heroism;Vigilance,Unit,Resistance,4,2,6,Ground,0.1,0.4,11.5,0.4,,Foil
551414,The Armorer - Survival Is Strength,The Armorer Survival Is Strength,https://tcgplayer-cdn.tcgplayer.com/product/551414_200w.jpg,79,23488,https://cpt.tcgcsv.com/jBq6,2024-07-12T04:03:16.813,1,Uncommon,047/262,<strong>When Played:</strong> Give a Shield token to each of up to 3 <strong>Mandalorian</strong> units.,Heroism;Vigilance,Unit,Mandalorian,5,3,5,Ground,0.09,0.25,10.0,0.15,,Normal
551414,The Armorer - Survival Is Strength,The Armorer Survival Is Strength,https://tcgplayer-cdn.tcgplayer.com/product/551414_200w.jpg,79,23488,https://cpt.tcgcsv.com/jBq6,2024-07-12T04:03:16.813,1,Uncommon,047/262,<strong>When Played:</strong> Give a Shield token to each of up to 3 <strong>Mandalorian</strong> units.,Heroism;Vigilance,Unit,Mandalorian,5,3,5,Ground,0.03,0.84,2.52,0.74,,Foil
551416,Moisture Farmer,Moisture Farmer,https://tcgplayer-cdn.tcgplayer.com/product/551416_200w.jpg,79,23488,https://cpt.tcgcsv.com/lBq6,2024-07-12T04:03:16.813,1,Common,055/262,"<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em>",Vigilance,Unit,Fringe,1,0,4,Ground,0.01,0.15,4.0,0.05,,Normal
551416,Moisture Farmer,Moisture Farmer,https://tcgplayer-cdn.tcgplayer.com/product/551416_200w.jpg,79,23488,https://cpt.tcgcsv.com/lBq6,2024-07-12T04:03:16.813,1,Common,055/262,"<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em>",Vigilance,Unit,Fringe,1,0,4,Ground,0.01,0.27,11.5,0.26,,Foil
551418,Top Target,Top Target,https://tcgplayer-cdn.tcgplayer.com/product/551418_200w.jpg,79,23488,https://cpt.tcgcsv.com/nBq6,2024-07-12T04:03:16.813,1,Uncommon,071/262,"Attached unit gains: “<strong>Bounty</strong> — Heal 4 damage from a unit or base. If this unit is unique, heal 6 damage instead.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Vigilance,Upgrade,Condition;Bounty,1,+0,+0,,0.01,0.22,10.0,0.08,,Normal
551418,Top Target,Top Target,https://tcgplayer-cdn.tcgplayer.com/product/551418_200w.jpg,79,23488,https://cpt.tcgcsv.com/nBq6,2024-07-12T04:03:16.813,1,Uncommon,071/262,"Attached unit gains: “<strong>Bounty</strong> — Heal 4 damage from a unit or base. If this unit is unique, heal 6 damage instead.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Vigilance,Upgrade,Condition;Bounty,1,+0,+0,,0.04,0.25,1.7,0.22,,Foil
551420,Freetown Backup,Freetown Backup,https://tcgplayer-cdn.tcgplayer.com/product/551420_200w.jpg,79,23488,https://cpt.tcgcsv.com/qBq6,2024-07-12T04:03:16.813,1,Uncommon,097/262,"<strong>On Attack:</strong> Give another friendly unit +2/+2 for this phase.
<br>
<strong>Smuggle [[4] [Command] [Heroism]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Command;Heroism,Unit,Fringe,2,1,4,Ground,0.02,0.2,10.0,0.06,,Normal
551420,Freetown Backup,Freetown Backup,https://tcgplayer-cdn.tcgplayer.com/product/551420_200w.jpg,79,23488,https://cpt.tcgcsv.com/qBq6,2024-07-12T04:03:16.813,1,Uncommon,097/262,"<strong>On Attack:</strong> Give another friendly unit +2/+2 for this phase.
<br>
<strong>Smuggle [[4] [Command] [Heroism]] <em>(If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)</em>",Command;Heroism,Unit,Fringe,2,1,4,Ground,0.15,0.45,11.5,0.43,,Foil
551421,Sundari Peacekeeper,Sundari Peacekeeper,https://tcgplayer-cdn.tcgplayer.com/product/551421_200w.jpg,79,23488,https://cpt.tcgcsv.com/rBq6,2024-07-12T04:03:16.813,1,Uncommon,098/262,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
<br>
<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em>",Command;Heroism,Unit,Mandalorian;Trooper,3,1,5,Ground,0.09,0.26,10.0,0.22,,Normal
551421,Sundari Peacekeeper,Sundari Peacekeeper,https://tcgplayer-cdn.tcgplayer.com/product/551421_200w.jpg,79,23488,https://cpt.tcgcsv.com/rBq6,2024-07-12T04:03:16.813,1,Uncommon,098/262,"<strong>Raid 2</strong> <em>(This unit gets +2/+0 while attacking.)</em>
<br>
<strong>Restore 2</strong> <em>(When this unit attacks, heal 2 damage from your base.)</em>",Command;Heroism,Unit,Mandalorian;Trooper,3,1,5,Ground,0.15,0.78,11.5,0.61,,Foil
551423,Price on Your Head,Price on Your Head,https://tcgplayer-cdn.tcgplayer.com/product/551423_200w.jpg,79,23488,https://cpt.tcgcsv.com/tBq6,2024-07-12T04:03:16.813,1,Common,125/262,"Attached unit gains: “<strong>Bounty</strong> — Put the top card of your deck into play as a resource.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Command,Upgrade,Condition;Bounty,2,+0,+0,,0.06,0.56,11.5,0.54,,Foil
551423,Price on Your Head,Price on Your Head,https://tcgplayer-cdn.tcgplayer.com/product/551423_200w.jpg,79,23488,https://cpt.tcgcsv.com/tBq6,2024-07-12T04:03:16.813,1,Common,125/262,"Attached unit gains: “<strong>Bounty</strong> — Put the top card of your deck into play as a resource.” <em>(When this unit is defeated or captured, its opponent collects its bounty.)</em>",Command,Upgrade,Condition;Bounty,2,+0,+0,,0.01,0.15,4.0,0.05,,Normal
551434,Krrsantan - Muscle for Hire,Krrsantan Muscle for Hire,https://tcgplayer-cdn.tcgplayer.com/product/551434_200w.jpg,79,23488,https://cpt.tcgcsv.com/JBq6,2024-07-12T04:03:16.813,1,Uncommon,139/262,"<strong>When Played:</strong> If an enemy unit has a <strong>Bounty</strong>, you may ready this unit.
<br>
<strong>On Attack:</strong> Choose a ground unit. You may deal 1 damage to it for each damage on this unit.",Aggression;Villainy,Unit,Bounty Hunter;Underworld;Wookiee,5,3,7,Ground,0.1,0.25,10.0,0.17,,Normal
551434,Krrsantan - Muscle for Hire,Krrsantan Muscle for Hire,https://tcgplayer-cdn.tcgplayer.com/product/551434_200w.jpg,79,23488,https://cpt.tcgcsv.com/JBq6,2024-07-12T04:03:16.813,1,Uncommon,139/262,"<strong>When Played:</strong> If an enemy unit has a <strong>Bounty</strong>, you may ready this unit.
<br>
<strong>On Attack:</strong> Choose a ground unit. You may deal 1 damage to it for each damage on this unit.",Aggression;Villainy,Unit,Bounty Hunter;Underworld;Wookiee,5,3,7,Ground,0.25,0.99,11.5,0.59,,Foil
